x,y,z,u,v,w,p,res_u,res_v,res_w,res_norm
0.0,0.0,0.0,-0.0,-0.0,1.30799668321758,-0.0,-2.4585716489054725,0.0,-0.0130799668321758,2.4586064423437324
0.0,0.0,0.1111111111111111,-0.2088496333065411,-0.0,1.30799668321758,-0.0,-2.4997969141064353,0.25493634210712185,0.2602016520832438,2.526199131115729
0.0,0.0,0.2222222222222222,-0.4176992666130822,-0.0,1.30799668321758,-0.0,-2.541022179307398,0.5098726842142437,0.5336972535171756,2.6460530282388017
0.0,0.0,0.3333333333333333,-0.6265488999196234,-0.0,1.30799668321758,-0.0,-2.582247444508361,0.7648090263213656,0.8074068374696196,2.811554821198635
0.0,0.0,0.4444444444444444,-0.8353985332261644,-0.0,1.30799668321758,-0.0,-2.623472709709324,1.0197453684284874,1.0813304039405756,3.015255398387875
0.0,0.0,0.5555555555555556,-1.0442481665327057,-0.0,1.30799668321758,-0.0,-2.6646979749102866,1.2746817105356094,1.355467952930044,3.2500341739873035
0.0,0.0,0.6666666666666666,-1.2530977998392467,-0.0,1.30799668321758,-0.0,-2.7059232401112494,1.5296180526427312,1.6298194844380243,3.509709891173134
0.0,0.0,0.7777777777777777,-1.4619474331457876,-0.0,1.30799668321758,-0.0,-2.747148505312212,1.7845543947498528,1.904384998464516,3.789213839365209
0.0,0.0,0.8888888888888888,-1.6707970664523288,-0.0,1.30799668321758,-0.0,-2.788373770513175,2.039490736856975,2.1791644950095206,4.084520613991484
0.0,0.0,1.0,-1.87964669975887,-0.0,1.30799668321758,-0.0,-2.8295990357141383,2.294427078964097,2.4541579740730373,4.392484227097961
0.0,0.1111111111111111,0.0,-0.0,-0.0,1.30799668321758,-0.0,-2.310301636149916,0.0059143030062680495,-0.0130799668321758,2.3103462326044033
0.0,0.1111111111111111,0.1111111111111111,-0.19625445927199955,-0.0036508043248568247,1.30799668321758,-0.0,-2.3501094189525067,0.1589161867454208,0.24371595494759704,2.3680511189911027
0.0,0.1111111111111111,0.2222222222222222,-0.3925089185439991,-0.014603217299427299,1.30799668321758,-0.0,-2.3953316680537764,0.31208739611467995,0.5007033566980454,2.4669244403109754
0.0,0.1111111111111111,0.3333333333333333,-0.5887633778159987,-0.032857238923711424,1.30799668321758,-0.0,-2.450883966991831,0.46956948787590863,0.7578822384191697,2.6080094345904716
0.0,0.1111111111111111,0.4444444444444444,-0.7850178370879982,-0.058412869197709195,1.30799668321758,-0.0,-2.5216818993047756,0.6382650566322121,1.0152526001109692,2.7923108218518844
0.0,0.1111111111111111,0.5555555555555556,-0.9812722963599979,-0.09127010812142064,1.30799668321758,-0.0,-2.6126410485307163,0.8278377348279382,1.2728144417734448,3.0217983332545173
0.0,0.1111111111111111,0.6666666666666666,-1.1775267556319975,-0.1314289556948457,1.30799668321758,-0.0,-2.728676998207759,1.0507121927486762,1.5305677634065957,3.300350277003686
0.0,0.1111111111111111,0.7777777777777777,-1.3737812149039967,-0.17888941191798435,1.30799668321758,-0.0,-2.8747053318740092,1.3220741385212575,1.7885125650104217,3.634637253984466
0.0,0.1111111111111111,0.8888888888888888,-1.5700356741759964,-0.23365147679083678,1.30799668321758,-0.0,-3.055641633067573,1.6598703181137575,2.0466488465849237,4.034958087008876
0.0,0.1111111111111111,1.0,-1.7662901334479961,-0.29571515031340284,1.30799668321758,-0.0,-3.2764014853265557,2.084808515335491,2.3049766081301017,4.515988308520338
0.0,0.2222222222222222,0.0,-0.0,-0.0,1.30799668321758,-0.0,-1.8833751496539002,0.011115253784164,-0.0130799668321758,1.8834533678147882
0.0,0.2222222222222222,0.1111111111111111,-0.15998810104191205,-0.006861267768002477,1.30799668321758,-0.0,-1.9188470134957363,0.04368843980995937,0.1962696105879957,1.9293533375239742
0.0,0.2222222222222222,0.2222222222222222,-0.3199762020838241,-0.027445071072009906,1.30799668321758,-0.0,-1.9736766863641821,0.07602049653812842,0.4057905318143102,2.0163939927260106
0.0,0.2222222222222222,0.3333333333333333,-0.4799643031257362,-0.06175140991202229,1.30799668321758,-0.0,-2.065226446243555,0.11445665705524555,0.6154827968467677,2.158026800997236
0.0,0.2222222222222222,0.4444444444444444,-0.6399524041676482,-0.10978028428803963,1.30799668321758,-0.0,-2.210858571118173,0.16957230983893434,0.8253464056853681,2.365976981952394
0.0,0.2222222222222222,0.5555555555555556,-0.7999405052095604,-0.17153169420006195,1.30799668321758,-0.0,-2.427935338972354,0.25617299875786836,1.035381358330112,2.651887850702006
0.0,0.2222222222222222,0.6666666666666666,-0.9599286062514724,-0.24700563964808916,1.30799668321758,-0.0,-2.733819027790415,0.3932944230717704,1.2455876547809983,3.0298408515417297
0.0,0.2222222222222222,0.7777777777777777,-1.1199167072933842,-0.33620212063212124,1.30799668321758,-0.0,-3.1458719155566737,0.6042024374314124,1.4559652950380275,3.5187221593699958
